月份,縣市名稱,抗蛇毒血清種類,2019-2023年購買數量總數
10,高雄市,抗雨傘節及飯匙倩蛇毒血清,11
10,高雄市,抗龜殼花及赤尾鮐蛇毒血清,99
10,基隆市,抗雨傘節及飯匙倩蛇毒血清,1
10,基隆市,抗龜殼花及赤尾鮐蛇毒血清,23
10,連江縣,抗雨傘節及飯匙倩蛇毒血清,2
10,雲林縣,抗雨傘節及飯匙倩蛇毒血清,18
10,雲林縣,抗龜殼花及赤尾鮐蛇毒血清,91
10,新北市,抗百步蛇毒血清,3
10,新北市,抗雨傘節及飯匙倩蛇毒血清,17
10,新北市,抗龜殼花及赤尾鮐蛇毒血清,58
10,新竹市,抗雨傘節及飯匙倩蛇毒血清,3
10,新竹市,抗龜殼花及赤尾鮐蛇毒血清,2
10,新竹縣,抗雨傘節及飯匙倩蛇毒血清,11
10,新竹縣,抗龜殼花及赤尾鮐蛇毒血清,29
10,嘉義市,抗雨傘節及飯匙倩蛇毒血清,14
10,嘉義市,抗龜殼花及赤尾鮐蛇毒血清,67
10,嘉義縣,抗雨傘節及飯匙倩蛇毒血清,8
10,嘉義縣,抗龜殼花及赤尾鮐蛇毒血清,21
10,彰化縣,抗雨傘節及飯匙倩蛇毒血清,49
10,彰化縣,抗龜殼花及赤尾鮐蛇毒血清,34
10,澎湖縣,抗雨傘節及飯匙倩蛇毒血清,1
11,臺中市,抗百步蛇毒血清,2
11,臺中市,抗雨傘節及飯匙倩蛇毒血清,38
11,臺中市,抗龜殼花及赤尾鮐蛇毒血清,139
11,臺北市,抗雨傘節及飯匙倩蛇毒血清,3
11,臺北市,抗龜殼花及赤尾鮐蛇毒血清,35
11,臺東縣,抗雨傘節及飯匙倩蛇毒血清,4
11,臺東縣,抗龜殼花及赤尾鮐蛇毒血清,139
11,臺東縣,抗鎖鏈蛇毒血清,2
11,臺南市,抗雨傘節及飯匙倩蛇毒血清,26
11,臺南市,抗龜殼花及赤尾鮐蛇毒血清,107
11,宜蘭縣,抗雨傘節及飯匙倩蛇毒血清,8
11,宜蘭縣,抗龜殼花及赤尾鮐蛇毒血清,106
11,花蓮縣,抗雨傘節及飯匙倩蛇毒血清,8
11,花蓮縣,抗龜殼花及赤尾鮐蛇毒血清,76
11,南投縣,抗雨傘節及飯匙倩蛇毒血清,7
11,南投縣,抗龜殼花及赤尾鮐蛇毒血清,75
11,屏東縣,抗百步蛇毒血清,6
11,屏東縣,抗雨傘節及飯匙倩蛇毒血清,13
11,屏東縣,抗龜殼花及赤尾鮐蛇毒血清,83
11,屏東縣,抗鎖鏈蛇毒血清,2
11,苗栗縣,抗雨傘節及飯匙倩蛇毒血清,10
11,苗栗縣,抗龜殼花及赤尾鮐蛇毒血清,92
11,桃園市,抗雨傘節及飯匙倩蛇毒血清,13
11,桃園市,抗龜殼花及赤尾鮐蛇毒血清,92
11,高雄市,抗百步蛇毒血清,3
11,高雄市,抗雨傘節及飯匙倩蛇毒血清,13
11,高雄市,抗龜殼花及赤尾鮐蛇毒血清,115
11,基隆市,抗雨傘節及飯匙倩蛇毒血清,2
11,基隆市,抗龜殼花及赤尾鮐蛇毒血清,46
11,雲林縣,抗雨傘節及飯匙倩蛇毒血清,9
11,雲林縣,抗龜殼花及赤尾鮐蛇毒血清,24
11,新北市,抗雨傘節及飯匙倩蛇毒血清,3
11,新北市,抗龜殼花及赤尾鮐蛇毒血清,180
11,新竹市,抗龜殼花及赤尾鮐蛇毒血清,5
11,新竹縣,抗雨傘節及飯匙倩蛇毒血清,11
11,新竹縣,抗龜殼花及赤尾鮐蛇毒血清,37
11,嘉義市,抗百步蛇毒血清,1
11,嘉義市,抗雨傘節及飯匙倩蛇毒血清,2
11,嘉義市,抗龜殼花及赤尾鮐蛇毒血清,94
11,嘉義縣,抗百步蛇毒血清,6
11,嘉義縣,抗雨傘節及飯匙倩蛇毒血清,12
11,嘉義縣,抗龜殼花及赤尾鮐蛇毒血清,52
11,彰化縣,抗雨傘節及飯匙倩蛇毒血清,3
12,臺中市,抗百步蛇毒血清,4
12,臺中市,抗雨傘節及飯匙倩蛇毒血清,28
12,臺中市,抗龜殼花及赤尾鮐蛇毒血清,48
12,臺北市,抗百步蛇毒血清,8
12,臺北市,抗雨傘節及飯匙倩蛇毒血清,21
12,臺北市,抗龜殼花及赤尾鮐蛇毒血清,43
12,臺東縣,抗百步蛇毒血清,2
12,臺東縣,抗雨傘節及飯匙倩蛇毒血清,6
12,臺東縣,抗龜殼花及赤尾鮐蛇毒血清,77
12,臺南市,抗雨傘節及飯匙倩蛇毒血清,2
12,臺南市,抗龜殼花及赤尾鮐蛇毒血清,68
12,宜蘭縣,抗百步蛇毒血清,1
12,宜蘭縣,抗雨傘節及飯匙倩蛇毒血清,12
12,宜蘭縣,抗龜殼花及赤尾鮐蛇毒血清,31
12,花蓮縣,抗百步蛇毒血清,4
12,花蓮縣,抗雨傘節及飯匙倩蛇毒血清,13
12,花蓮縣,抗龜殼花及赤尾鮐蛇毒血清,80
12,金門縣,抗百步蛇毒血清,2
12,金門縣,抗雨傘節及飯匙倩蛇毒血清,6
12,南投縣,抗百步蛇毒血清,4
12,南投縣,抗雨傘節及飯匙倩蛇毒血清,2
12,南投縣,抗龜殼花及赤尾鮐蛇毒血清,53
12,屏東縣,抗百步蛇毒血清,6
12,屏東縣,抗雨傘節及飯匙倩蛇毒血清,19
12,屏東縣,抗龜殼花及赤尾鮐蛇毒血清,103
12,苗栗縣,抗百步蛇毒血清,1
12,苗栗縣,抗雨傘節及飯匙倩蛇毒血清,8
12,苗栗縣,抗龜殼花及赤尾鮐蛇毒血清,47
12,桃園市,抗百步蛇毒血清,6
12,桃園市,抗雨傘節及飯匙倩蛇毒血清,46
12,桃園市,抗龜殼花及赤尾鮐蛇毒血清,92
12,高雄市,抗百步蛇毒血清,12
12,高雄市,抗雨傘節及飯匙倩蛇毒血清,16
12,高雄市,抗龜殼花及赤尾鮐蛇毒血清,112
12,基隆市,抗百步蛇毒血清,1
12,基隆市,抗雨傘節及飯匙倩蛇毒血清,2
12,基隆市,抗龜殼花及赤尾鮐蛇毒血清,44
12,雲林縣,抗雨傘節及飯匙倩蛇毒血清,20
12,雲林縣,抗龜殼花及赤尾鮐蛇毒血清,4
12,新北市,抗百步蛇毒血清,3
12,新北市,抗雨傘節及飯匙倩蛇毒血清,15
12,新北市,抗龜殼花及赤尾鮐蛇毒血清,90
12,新竹市,抗雨傘節及飯匙倩蛇毒血清,2
12,新竹縣,抗百步蛇毒血清,2
12,新竹縣,抗雨傘節及飯匙倩蛇毒血清,28
12,新竹縣,抗龜殼花及赤尾鮐蛇毒血清,15
12,嘉義市,抗百步蛇毒血清,2
12,嘉義市,抗雨傘節及飯匙倩蛇毒血清,23
12,嘉義市,抗龜殼花及赤尾鮐蛇毒血清,67
12,嘉義縣,抗雨傘節及飯匙倩蛇毒血清,3
12,嘉義縣,抗龜殼花及赤尾鮐蛇毒血清,3
12,彰化縣,抗雨傘節及飯匙倩蛇毒血清,23
12,澎湖縣,抗雨傘節及飯匙倩蛇毒血清,4
