確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
百日咳,2013,27,新北市,新莊區,M,否,0,1
百日咳,2013,28,桃園市,八德區,F,否,0,1
百日咳,2013,33,台北市,文山區,M,否,15-19,1
百日咳,2013,45,台中市,北屯區,M,否,0,1
百日咳,2013,46,基隆市,安樂區,F,否,0,1
百日咳,2013,46,桃園市,龍潭區,M,否,10-14,1
百日咳,2013,47,台北市,松山區,M,否,10-14,1
百日咳,2013,50,桃園市,龍潭區,F,否,10-14,2
百日咳,2013,50,桃園市,龍潭區,M,否,10-14,2
百日咳,2013,51,桃園市,龍潭區,F,否,10-14,1
百日咳,2013,51,桃園市,龍潭區,M,否,10-14,2
百日咳,2014,7,台南市,安南區,F,否,1,1
百日咳,2014,9,台北市,南港區,M,否,35-39,1
百日咳,2014,11,台南市,安南區,F,否,0,1
百日咳,2014,11,新北市,鶯歌區,F,否,1,1
百日咳,2014,12,台北市,南港區,M,否,0,1
百日咳,2014,12,新竹縣,竹東鎮,M,否,0,1
百日咳,2014,13,高雄市,梓官區,M,否,2,1
百日咳,2014,13,新竹縣,竹東鎮,M,否,25-29,1
百日咳,2014,14,花蓮縣,新城鄉,F,否,50-54,1
百日咳,2014,16,桃園市,八德區,M,否,0,1
百日咳,2014,16,桃園市,八德區,M,否,1,1
百日咳,2014,17,台北市,北投區,F,否,0,1
百日咳,2014,18,桃園市,大溪區,M,否,10-14,1
百日咳,2014,19,新北市,鶯歌區,F,否,10-14,2
百日咳,2014,19,新北市,鶯歌區,M,否,10-14,1
百日咳,2014,19,南投縣,信義鄉,M,否,0,1
百日咳,2014,20,花蓮縣,花蓮市,F,否,0,1
百日咳,2014,21,新北市,泰山區,M,否,0,1
百日咳,2014,21,新北市,鶯歌區,F,否,10-14,1
百日咳,2014,22,新北市,三重區,F,否,1,1
百日咳,2014,22,南投縣,信義鄉,F,否,3,1
百日咳,2014,23,花蓮縣,花蓮市,F,否,15-19,1
百日咳,2014,23,花蓮縣,花蓮市,M,否,15-19,1
百日咳,2014,24,花蓮縣,新城鄉,M,否,45-49,1
百日咳,2014,26,台中市,梧棲區,F,否,0,1
百日咳,2014,26,新北市,三重區,M,否,0,1
百日咳,2014,26,彰化縣,線西鄉,M,否,0,1
百日咳,2014,27,新北市,土城區,M,否,0,1
百日咳,2014,28,新北市,永和區,F,否,0,1
百日咳,2014,29,台北市,文山區,M,否,0,1
百日咳,2014,29,高雄市,茄萣區,M,否,10-14,1
百日咳,2014,29,新北市,鶯歌區,M,否,15-19,1
百日咳,2014,31,新北市,中和區,M,否,15-19,1
百日咳,2014,32,高雄市,茄萣區,F,否,0,1
百日咳,2014,32,彰化縣,二林鎮,M,否,0,1
百日咳,2014,33,台北市,中山區,F,否,10-14,1
百日咳,2014,33,新北市,中和區,F,否,40-44,1
百日咳,2014,34,新竹市,香山區,M,否,0,1
百日咳,2014,34,苗栗縣,頭份市,M,否,40-44,1
百日咳,2014,35,台北市,中山區,F,否,10-14,1
百日咳,2014,35,高雄市,茄萣區,M,否,10-14,1
百日咳,2014,35,新北市,三重區,F,否,0,1
百日咳,2014,35,新竹縣,竹北市,F,否,2,1
百日咳,2014,36,台北市,中山區,F,否,45-49,1
百日咳,2014,36,新北市,深坑區,M,否,0,1
百日咳,2014,36,桃園市,楊梅區,F,否,0,1
百日咳,2014,36,桃園市,楊梅區,M,否,0,1
百日咳,2014,37,新北市,新店區,F,否,0,1
百日咳,2014,37,新北市,樹林區,F,否,0,1
百日咳,2014,37,新北市,樹林區,F,否,30-34,1
百日咳,2014,38,台北市,大安區,F,否,0,1
百日咳,2014,38,台中市,豐原區,M,否,0,1
百日咳,2014,40,台中市,豐原區,M,否,30-34,1
百日咳,2014,40,桃園市,觀音區,M,否,0,1
百日咳,2014,40,桃園市,龍潭區,F,否,5-9,1
百日咳,2014,41,新北市,中和區,M,否,0,1
百日咳,2014,41,桃園市,觀音區,F,否,30-34,1
百日咳,2014,42,桃園市,龍潭區,F,否,0,1
百日咳,2014,43,雲林縣,斗六市,F,否,0,1
百日咳,2014,44,嘉義縣,朴子市,F,否,0,1
百日咳,2014,45,新北市,泰山區,M,否,0,1
百日咳,2014,46,嘉義縣,梅山鄉,M,否,10-14,1
百日咳,2014,47,台北市,南港區,F,否,4,1
百日咳,2014,47,新北市,汐止區,F,否,15-19,1
百日咳,2014,47,新北市,烏來區,M,否,0,1
百日咳,2014,48,桃園市,八德區,F,否,55-59,1
百日咳,2014,49,宜蘭縣,宜蘭市,F,否,45-49,1
百日咳,2014,50,新北市,土城區,F,否,0,1
百日咳,2014,50,桃園市,八德區,F,否,0,1
百日咳,2014,51,台北市,中正區,F,否,10-14,1
百日咳,2014,51,高雄市,那瑪夏區,M,否,0,1
百日咳,2014,51,新北市,土城區,M,否,0,1
百日咳,2014,51,新北市,板橋區,M,否,0,1
百日咳,2014,52,台北市,大安區,F,否,10-14,1
百日咳,2014,52,台北市,文山區,M,否,0,1
百日咳,2014,53,台北市,萬華區,M,否,0,1
百日咳,2014,53,新北市,三重區,M,否,0,1
百日咳,2014,53,新北市,新店區,M,是,0,1
百日咳,2015,1,新北市,三峽區,M,否,10-14,1
百日咳,2015,1,南投縣,竹山鎮,M,否,0,1
百日咳,2015,2,台中市,西屯區,M,否,1,1
百日咳,2015,2,新竹縣,竹北市,M,否,0,1
百日咳,2015,3,新北市,三重區,F,否,10-14,1
百日咳,2015,4,高雄市,甲仙區,F,否,20-24,1
百日咳,2015,4,新北市,土城區,F,否,0,1
百日咳,2015,4,雲林縣,斗六市,M,否,1,1
百日咳,2015,5,基隆市,信義區,M,否,10-14,1
百日咳,2015,6,新北市,三重區,F,否,0,1
百日咳,2015,6,新竹縣,竹北市,M,否,5-9,1
百日咳,2015,7,新北市,板橋區,F,否,0,1
百日咳,2015,7,桃園市,龍潭區,M,否,0,1
百日咳,2015,9,新北市,土城區,M,否,0,1
百日咳,2015,9,新北市,板橋區,M,否,4,1
百日咳,2015,9,桃園市,龍潭區,M,否,55-59,1
百日咳,2015,9,苗栗縣,頭份市,M,否,0,1
百日咳,2015,10,台中市,南屯區,M,否,0,1
百日咳,2015,10,桃園市,八德區,F,否,0,1
百日咳,2015,11,嘉義市,東區,M,否,0,1
百日咳,2015,11,新北市,三峽區,F,否,10-14,1
百日咳,2015,11,新北市,土城區,M,否,0,1
百日咳,2015,12,台中市,西屯區,M,否,0,1
百日咳,2015,13,新北市,中和區,F,否,1,1
百日咳,2015,13,新北市,板橋區,M,否,0,1
百日咳,2015,13,新北市,蘆洲區,F,否,0,1
百日咳,2015,15,台中市,西屯區,F,否,20-24,1
百日咳,2015,16,新北市,林口區,M,否,0,1
百日咳,2015,17,高雄市,三民區,M,否,0,1
百日咳,2015,17,雲林縣,斗六市,F,否,15-19,1
百日咳,2015,19,台中市,西屯區,M,否,0,1
百日咳,2015,19,嘉義市,西區,F,否,0,1
百日咳,2015,19,嘉義市,西區,F,否,60-64,1
百日咳,2015,19,雲林縣,斗六市,M,否,15-19,1
百日咳,2015,20,台中市,神岡區,M,否,0,1
百日咳,2015,20,新北市,樹林區,F,否,35-39,1
百日咳,2015,21,高雄市,左營區,M,否,0,1
百日咳,2015,21,新北市,中和區,M,否,0,2
百日咳,2015,21,桃園市,桃園區,M,否,0,1
百日咳,2015,22,台中市,后里區,M,否,0,1
百日咳,2015,22,台南市,仁德區,M,否,0,1
百日咳,2015,22,雲林縣,斗六市,M,否,55-59,1
百日咳,2015,23,新北市,土城區,M,否,1,1
百日咳,2015,24,新北市,板橋區,F,否,0,1
百日咳,2015,25,苗栗縣,公館鄉,F,否,25-29,1
百日咳,2015,31,台北市,北投區,F,否,0,1
百日咳,2015,31,新北市,中和區,M,否,0,1
百日咳,2015,31,桃園市,中壢區,F,否,5-9,1
百日咳,2015,32,新竹市,香山區,M,否,0,1
百日咳,2015,33,台北市,大安區,F,否,0,1
百日咳,2015,33,桃園市,桃園區,M,否,0,1
百日咳,2015,34,台中市,北屯區,F,否,35-39,1
百日咳,2015,35,宜蘭縣,冬山鄉,M,否,0,1
百日咳,2015,35,雲林縣,林內鄉,M,否,10-14,1
百日咳,2015,36,宜蘭縣,冬山鄉,F,否,35-39,1
百日咳,2015,37,高雄市,前鎮區,M,否,3,1
百日咳,2015,37,新北市,中和區,F,否,1,1
百日咳,2015,37,桃園市,桃園區,M,否,0,1
百日咳,2015,40,台北市,北投區,F,否,40-44,1
百日咳,2015,40,宜蘭縣,五結鄉,M,否,0,1
百日咳,2015,41,台中市,清水區,F,否,20-24,1
百日咳,2015,41,新竹市,香山區,F,否,0,1
百日咳,2015,42,桃園市,龍潭區,F,否,0,1
百日咳,2015,43,基隆市,安樂區,M,否,0,1
百日咳,2015,45,桃園市,平鎮區,M,否,0,1
百日咳,2015,46,桃園市,桃園區,F,否,50-54,1
百日咳,2015,47,宜蘭縣,五結鄉,M,否,0,1
百日咳,2015,51,台北市,文山區,F,否,0,1
百日咳,2016,6,台中市,西區,F,否,0,1
百日咳,2016,11,台中市,南屯區,M,否,0,1
百日咳,2016,13,台中市,南屯區,M,否,0,1
百日咳,2016,16,桃園市,桃園區,F,否,0,1
百日咳,2016,16,嘉義縣,六腳鄉,F,否,0,1
百日咳,2016,20,台北市,萬華區,M,否,0,1
百日咳,2016,20,新北市,三峽區,M,否,2,1
百日咳,2016,27,桃園市,桃園區,F,否,0,1
百日咳,2016,28,台中市,清水區,F,否,0,1
百日咳,2016,31,高雄市,鳳山區,M,否,10-14,1
百日咳,2016,31,新北市,汐止區,M,否,0,1
百日咳,2016,31,雲林縣,斗六市,M,否,0,1
百日咳,2016,32,台北市,中山區,M,否,0,1
百日咳,2016,36,高雄市,鳳山區,M,否,25-29,1
百日咳,2016,36,高雄市,鳳山區,M,否,50-54,1
百日咳,2016,40,新北市,新莊區,F,否,0,1
百日咳,2016,42,雲林縣,虎尾鎮,F,否,15-19,1
百日咳,2017,1,彰化縣,彰化市,F,否,35-39,1
百日咳,2017,2,彰化縣,彰化市,M,否,0,1
百日咳,2017,8,台北市,文山區,M,否,0,1
百日咳,2017,11,新北市,樹林區,M,否,0,1
百日咳,2017,11,彰化縣,鹿港鎮,M,否,0,1
百日咳,2017,11,屏東縣,枋寮鄉,M,否,0,1
百日咳,2017,12,彰化縣,鹿港鎮,M,否,25-29,1
百日咳,2017,14,彰化縣,鹿港鎮,M,否,0,1
百日咳,2017,15,新北市,樹林區,M,否,0,1
百日咳,2017,16,新北市,三峽區,M,否,2,1
百日咳,2017,17,桃園市,平鎮區,M,否,0,1
百日咳,2017,19,新北市,三重區,F,否,10-14,1
百日咳,2017,20,新竹市,香山區,F,否,0,1
百日咳,2017,20,新北市,汐止區,F,否,10-14,1
百日咳,2017,21,新北市,鶯歌區,M,否,20-24,1
百日咳,2017,22,新北市,三重區,M,否,15-19,1
百日咳,2017,22,新北市,鶯歌區,F,否,0,1
百日咳,2017,25,新竹縣,新埔鎮,F,否,15-19,1
百日咳,2017,27,台北市,南港區,M,否,15-19,1
百日咳,2017,29,台北市,南港區,F,否,70+,1
百日咳,2017,30,新北市,三重區,F,否,0,1
百日咳,2017,31,新北市,淡水區,M,否,0,1
百日咳,2017,32,台北市,萬華區,F,否,55-59,1
百日咳,2017,32,台北市,萬華區,M,否,55-59,1
百日咳,2017,33,新北市,三重區,F,否,30-34,1
百日咳,2017,33,苗栗縣,公館鄉,M,否,0,1
百日咳,2017,35,桃園市,平鎮區,F,否,0,1
百日咳,2017,36,台北市,文山區,M,否,10-14,1
百日咳,2017,36,桃園市,中壢區,M,否,0,1
百日咳,2017,37,新北市,蘆洲區,F,否,60-64,1
百日咳,2017,38,新北市,三重區,F,否,0,1
百日咳,2017,39,桃園市,桃園區,F,否,0,1
百日咳,2017,40,新北市,林口區,F,否,40-44,1
百日咳,2017,42,桃園市,桃園區,F,否,20-24,1
百日咳,2018,1,台北市,中山區,F,否,0,1
百日咳,2018,6,宜蘭縣,五結鄉,F,否,0,1
百日咳,2018,8,宜蘭縣,五結鄉,F,否,25-29,1
百日咳,2018,9,新北市,三重區,F,否,0,1
百日咳,2018,10,桃園市,大園區,M,否,0,1
百日咳,2018,11,台北市,大安區,M,否,0,1
百日咳,2018,12,新北市,林口區,M,否,55-59,1
百日咳,2018,12,桃園市,大溪區,F,否,0,1
百日咳,2018,13,新北市,蘆洲區,F,否,0,1
百日咳,2018,17,桃園市,大溪區,M,否,10-14,1
百日咳,2018,20,台北市,萬華區,M,否,0,1
百日咳,2018,20,新北市,新店區,F,否,0,1
百日咳,2018,23,桃園市,八德區,F,否,0,1
百日咳,2018,27,台南市,中西區,F,是,2,1
百日咳,2018,28,台南市,中西區,F,是,4,1
百日咳,2018,29,台北市,內湖區,M,否,0,1
百日咳,2018,30,新北市,汐止區,F,否,0,1
百日咳,2018,31,台北市,士林區,F,否,0,1
百日咳,2018,32,桃園市,龍潭區,F,否,0,1
百日咳,2018,33,台北市,士林區,F,否,0,1
百日咳,2018,33,台北市,士林區,F,否,25-29,1
百日咳,2018,33,彰化縣,二林鎮,F,否,40-44,1
百日咳,2018,34,新北市,三重區,F,否,0,1
百日咳,2018,36,台南市,北區,M,否,0,1
百日咳,2018,36,宜蘭縣,羅東鎮,F,否,0,1
百日咳,2018,39,台東縣,台東市,F,否,0,1
百日咳,2018,41,桃園市,大溪區,F,否,0,1
百日咳,2018,43,新北市,樹林區,M,否,0,1
百日咳,2018,44,台東縣,卑南鄉,F,否,0,1
百日咳,2018,45,台東縣,卑南鄉,F,否,20-24,1
百日咳,2019,1,嘉義縣,竹崎鄉,F,否,0,1
百日咳,2019,2,嘉義縣,竹崎鄉,M,否,0,1
百日咳,2019,3,嘉義縣,民雄鄉,F,否,60-64,1
百日咳,2019,6,新北市,三重區,F,否,0,1
百日咳,2019,7,新北市,土城區,F,否,0,1
百日咳,2019,8,嘉義市,西區,F,否,0,1
百日咳,2019,8,桃園市,大溪區,F,否,30-34,1
百日咳,2019,9,嘉義市,西區,F,否,20-24,1
百日咳,2019,9,嘉義縣,太保市,F,否,0,1
百日咳,2019,10,桃園市,大溪區,F,否,0,1
百日咳,2019,10,嘉義縣,中埔鄉,F,否,0,1
百日咳,2019,10,嘉義縣,太保市,M,否,20-24,1
百日咳,2019,11,新竹縣,竹北市,M,否,0,1
百日咳,2019,11,新竹縣,竹北市,M,否,35-39,1
百日咳,2019,12,台中市,大里區,F,否,0,1
百日咳,2019,12,新竹縣,竹北市,M,否,4,1
百日咳,2019,13,台中市,大里區,F,否,25-29,1
百日咳,2019,13,台中市,大里區,F,否,70+,1
百日咳,2019,13,新竹縣,竹北市,F,否,35-39,1
百日咳,2019,20,台中市,豐原區,F,否,0,1
百日咳,2019,23,桃園市,桃園區,M,否,0,1
百日咳,2019,25,桃園市,桃園區,F,否,30-34,1
百日咳,2019,28,宜蘭縣,大同鄉,M,否,0,1
百日咳,2019,37,桃園市,平鎮區,M,否,0,1
百日咳,2019,41,新竹縣,橫山鄉,F,否,0,1
百日咳,2019,47,台東縣,台東市,M,否,0,1
百日咳,2019,48,台東縣,台東市,F,否,20-24,1
百日咳,2019,48,台東縣,台東市,M,否,4,1
百日咳,2019,50,新北市,中和區,M,否,0,1
百日咳,2019,50,新竹縣,竹北市,M,否,0,1
百日咳,2019,52,新北市,中和區,M,否,25-29,1
百日咳,2020,1,新北市,中和區,M,否,55-59,1
百日咳,2020,5,台北市,北投區,M,否,45-49,1
百日咳,2020,7,桃園市,中壢區,F,否,0,1
百日咳,2020,8,彰化縣,永靖鄉,M,否,0,1
百日咳,2020,9,彰化縣,田中鎮,F,否,0,1
百日咳,2020,49,台中市,神岡區,M,否,0,1
百日咳,2022,38,新北市,蘆洲區,M,否,10-14,1
百日咳,2022,45,新竹市,東區,F,否,30-34,1
百日咳,2024,9,桃園市,平鎮區,M,否,0,1
百日咳,2024,10,台中市,沙鹿區,F,否,0,1
百日咳,2024,18,台北市,北投區,M,否,0,1
百日咳,2024,20,台南市,安南區,F,否,45-49,1
百日咳,2024,22,台南市,安南區,F,否,15-19,1
百日咳,2024,22,台南市,安南區,M,否,15-19,1
百日咳,2024,23,台南市,安南區,M,否,15-19,1
百日咳,2024,23,宜蘭縣,冬山鄉,F,否,5-9,1
百日咳,2024,25,台北市,北投區,F,否,40-44,1
百日咳,2024,25,高雄市,路竹區,M,否,0,1
百日咳,2024,28,桃園市,蘆竹區,M,否,0,1
